feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,target
31.9,18.9,1016.0,9.3,8.8,25.1,43.0,21.9,0
33.9,22.9,1013.4,10.1,5.0,12.0,42.1,28.9,0
22.7,13.5,1019.8,6.8,10.6,15.0,30.9,17.1,0
22.5,17.8,1024.7,1.4,11.9,17.1,24.1,21.0,0
16.3,11.0,1031.2,6.3,4.1,10.1,21.9,3.9,0
20.0,15.7,1022.0,4.4,9.8,17.1,30.9,9.0,0
26.7,22.6,1008.4,6.7,6.1,12.0,30.9,17.1,0
16.6,9.7,1014.5,9.4,7.6,15.0,25.0,10.0,0
13.6,7.8,1018.9,12.1,4.3,14.0,26.1,3.9,0
22.0,17.1,1010.1,7.1,9.8,25.1,30.0,16.0,0
23.6,17.1,1019.5,8.7,5.9,13.0,28.0,19.9,0
18.7,11.5,1025.2,9.9,9.6,32.1,28.9,8.1,0
3.4,-2.6,1030.0,8.5,7.7,15.0,23.0,-7.1,0
11.7,5.3,1026.8,7.5,12.3,26.0,27.0,-0.9,0
17.9,10.8,1019.0,9.9,9.8,24.1,32.0,3.9,0
16.3,10.4,1026.8,8.0,5.6,17.1,26.1,8.1,0
29.1,21.8,1015.1,10.1,6.8,14.0,42.1,21.0,0
30.3,24.7,1015.3,7.4,10.2,19.0,37.0,25.0,0
22.2,15.7,1024.9,7.6,7.7,15.0,28.0,15.1,0
22.8,14.8,1033.4,6.4,17.1,26.0,26.1,16.0,0
22.2,18.9,1027.3,2.2,12.2,25.1,25.0,19.9,0
21.2,15.6,1015.9,5.9,4.6,8.9,28.0,12.0,0
12.2,6.8,1018.2,4.5,1.8,10.1,25.0,1.0,0
18.5,13.0,1022.5,6.9,6.2,14.0,25.0,12.9,0
23.9,17.7,1013.3,7.0,2.7,8.9,42.1,12.9,0
30.6,25.6,1007.0,6.5,6.0,18.1,37.0,24.1,0
7.0,-0.2,1026.8,8.0,15.1,22.0,24.1,-2.9,0
0.5,-7.5,1034.0,9.1,5.5,13.0,15.1,-8.0,0
-0.7,-8.5,1039.3,10.3,6.8,13.0,8.1,-11.0,0
11.2,3.3,1027.6,10.4,6.6,11.1,25.0,3.0,0
23.4,16.4,1023.6,9.2,1.9,7.0,43.0,10.9,0
30.6,25.9,1016.9,4.4,0.6,5.1,43.0,18.0,0
33.6,28.4,1019.9,6.7,5.3,14.0,39.0,30.0,0
30.7,26.1,1022.0,6.1,11.0,28.9,39.9,26.1,0
35.9,30.2,1010.9,5.8,16.4,25.1,37.9,35.1,1
23.4,20.7,1010.4,3.5,10.7,18.1,34.0,17.1,1
13.3,7.3,1010.4,6.5,12.9,22.0,19.0,7.0,0
21.9,11.2,1021.8,9.9,7.4,15.0,33.1,14.0,0
26.0,19.0,1022.9,11.8,3.0,10.1,37.9,15.1,0
28.5,24.0,1023.3,6.4,5.0,12.0,36.0,23.0,0
11.0,2.7,1035.3,7.7,9.1,17.1,21.9,1.0,0
23.4,16.5,1023.2,7.0,11.8,18.1,44.1,10.9,0
30.1,26.0,1015.1,4.3,9.0,17.1,41.0,19.9,1
19.7,16.2,1019.5,5.1,6.3,15.0,25.0,17.1,1
29.6,27.6,1011.2,1.9,3.9,8.9,35.1,25.0,1
34.7,25.5,1011.6,8.9,3.6,10.1,55.0,19.9,0
40.9,31.2,1014.8,11.9,5.9,15.0,54.0,30.9,0
36.3,33.2,1007.1,6.1,5.7,15.9,48.9,32.0,0
33.1,30.3,1011.9,1.7,7.6,14.0,35.1,32.0,1
25.4,16.0,1024.5,8.1,11.8,26.0,35.1,16.0,0
21.2,11.1,1026.3,10.7,11.0,28.0,30.0,16.0,0
25.8,13.9,1023.7,10.1,6.9,13.0,43.0,15.1,0
47.2,30.1,1012.7,11.6,6.1,12.0,69.1,36.0,0
52.5,34.7,1004.6,12.9,5.0,14.0,68.0,36.0,0
54.6,36.3,997.2,10.8,6.5,19.0,72.0,39.9,0
48.1,38.8,1004.1,9.9,9.2,22.0,64.0,34.0,0
48.6,39.2,1012.5,9.2,10.9,15.9,57.9,34.0,1
47.7,31.9,1016.8,11.0,11.5,22.0,63.0,37.0,0
50.9,42.5,1008.5,8.2,10.6,18.1,60.1,45.0,1
37.3,26.6,1014.5,9.5,17.0,30.1,43.0,28.9,0
33.2,22.2,1026.0,11.8,8.4,14.0,42.1,23.0,0
34.9,18.6,1020.5,10.1,8.1,15.0,43.0,32.0,0
35.9,23.2,1019.8,9.1,7.2,17.1,53.1,23.0,0
44.1,30.7,1011.3,12.0,8.9,17.1,59.0,33.1,0
34.2,25.2,1013.3,7.0,13.5,20.0,53.1,25.0,1
20.1,15.0,1012.2,5.5,17.7,26.0,25.0,16.0,1
22.9,12.9,1011.7,8.8,9.5,22.0,46.0,10.0,0
35.1,25.6,1007.4,9.9,15.6,34.0,44.1,28.9,0
25.0,16.6,1021.4,7.4,6.6,15.0,32.0,21.9,0
14.4,5.7,1026.2,6.8,15.1,22.0,21.0,9.0,0
12.5,4.5,1028.6,8.3,10.6,25.1,27.0,3.0,0
22.1,11.7,1030.9,10.4,6.7,17.1,32.0,10.0,0
31.9,17.9,1022.7,11.6,5.5,13.0,52.0,19.9,0
45.3,27.2,1017.1,10.6,11.1,22.0,62.1,33.1,0
53.4,29.6,1015.0,12.4,16.3,24.1,70.0,41.0,0
55.3,35.1,1012.3,9.9,12.1,20.0,64.9,44.1,0
58.4,42.0,1015.5,8.4,9.1,17.1,70.0,48.0,0
57.1,37.3,1011.9,9.1,5.2,19.0,73.0,41.0,0
61.8,44.1,1001.1,8.3,19.0,35.0,72.0,53.1,1
54.8,34.7,1001.3,7.3,4.1,28.0,64.9,45.0,1
49.7,30.5,1010.2,9.9,7.0,20.0,60.1,37.9,0
45.2,30.2,1020.2,10.6,15.4,28.9,55.0,39.0,0
45.8,24.3,1024.3,11.1,5.7,15.9,63.0,30.0,0
53.1,30.8,1020.7,9.8,5.0,14.0,72.0,37.9,0
59.9,31.4,1019.2,12.1,6.7,15.9,77.0,44.1,0
62.7,33.6,1015.8,12.3,6.3,20.0,77.0,46.9,0
57.8,42.8,1007.6,10.1,5.4,22.0,73.0,44.1,0
55.0,49.1,1005.5,6.8,12.1,20.0,62.1,52.0,1
55.4,46.9,1006.1,7.8,14.6,22.0,64.9,48.9,0
55.7,38.4,1009.0,10.9,8.3,13.0,72.0,39.9,0
62.5,38.0,1009.0,11.5,9.2,22.9,79.0,48.0,0
65.0,42.1,1008.0,11.4,11.7,20.0,78.1,53.1,0
64.1,40.8,1015.2,11.8,14.1,35.0,78.1,48.9,0
73.1,52.6,1001.9,10.0,13.8,27.0,87.1,64.0,0
74.0,51.2,999.0,10.5,10.8,28.9,89.1,63.0,1
64.4,29.9,1004.2,10.8,15.1,30.1,82.0,48.9,1
66.0,30.4,1007.8,10.9,9.4,17.1,82.9,52.0,0
68.3,41.0,1003.9,9.0,8.6,28.0,79.0,55.9,0
66.4,55.9,990.2,9.5,16.2,25.1,75.0,53.1,1
54.1,46.0,994.1,7.6,19.7,30.1,64.9,48.0,1
55.6,44.4,1011.7,12.0,4.7,17.1,69.1,42.1,0
64.7,46.9,1009.6,14.9,16.4,30.1,80.1,54.0,0
72.7,50.7,1000.6,11.1,20.9,32.1,84.0,61.0,0
59.4,45.4,1009.9,9.4,9.4,28.0,78.1,46.9,1
60.7,42.2,1022.5,14.9,9.9,20.0,73.9,48.9,0
65.8,43.5,1022.3,12.4,14.1,22.0,81.0,54.0,0
73.3,52.3,1014.0,13.8,17.7,30.1,87.1,61.0,0
78.9,53.6,1008.2,13.0,19.1,26.0,89.1,69.1,0
75.4,56.8,1008.9,9.4,16.8,28.0,87.1,66.9,1
65.9,43.8,1014.5,13.0,2.8,8.0,77.0,52.0,0
65.5,40.6,1019.4,12.1,2.7,10.1,78.1,48.9,0
73.2,48.7,1009.3,14.3,11.6,22.0,91.0,59.0,0
66.2,35.1,1012.8,10.6,16.3,25.1,82.9,57.9,1
56.7,28.8,1019.8,12.2,8.6,18.1,69.1,41.0,0
61.4,49.4,1011.1,10.1,8.5,20.0,70.0,53.1,1
62.4,44.1,1018.3,12.4,5.7,14.0,71.1,52.0,0
61.7,42.7,1020.4,13.3,5.2,20.0,77.0,48.9,0
58.7,47.8,1016.3,12.3,7.3,18.1,66.0,48.9,0
62.6,48.2,1015.5,12.4,13.0,25.1,75.0,50.0,0
64.2,48.3,1019.2,14.0,9.2,30.1,79.0,50.0,0
68.5,49.7,1018.2,12.4,11.6,19.0,80.1,55.9,0
69.3,51.3,1014.8,10.4,10.7,26.0,81.0,57.0,0
70.7,52.3,1015.7,9.9,10.0,18.1,80.1,62.1,0
69.1,50.0,1015.3,11.5,7.2,14.0,81.0,57.0,0
70.0,47.8,1014.7,12.3,2.7,8.0,84.9,54.0,0
74.4,49.7,1011.2,12.1,3.1,10.1,87.1,61.0,0
74.8,49.3,1010.0,14.2,7.3,20.0,84.9,55.9,0
71.7,52.7,1005.5,13.3,2.5,12.0,84.9,57.9,0
75.5,59.3,1004.2,12.3,9.0,15.9,84.9,63.0,1
61.2,50.0,1009.5,10.4,5.8,13.0,73.0,52.0,1
64.6,54.0,1009.4,9.3,4.8,15.0,73.9,59.0,1
66.5,59.1,999.9,11.5,11.1,19.0,75.9,60.1,1
64.7,54.3,997.5,12.5,10.1,22.9,75.9,57.0,1
59.7,50.8,1005.3,10.0,9.1,20.0,73.0,50.0,1
57.2,47.0,1013.7,10.1,9.3,22.0,66.0,53.1,0
61.0,44.2,1016.4,12.6,6.1,15.9,75.0,46.0,0
67.6,51.2,1011.5,14.4,14.3,24.1,77.0,57.9,1
74.7,62.0,1009.0,12.4,20.4,25.1,88.0,66.0,0
78.6,65.3,1011.1,11.9,16.0,30.1,86.0,72.0,1
75.9,62.4,1010.2,11.2,12.4,20.0,82.9,66.9,0
70.7,55.3,1008.6,11.9,7.0,14.0,82.9,60.1,1
64.7,58.1,1003.5,9.3,6.2,13.0,78.1,59.0,1
61.1,53.0,1004.0,10.2,5.6,20.0,70.0,54.0,0
63.0,47.3,1009.5,13.9,6.3,12.0,75.9,51.1,0
64.9,45.0,1012.0,12.0,8.2,15.9,75.0,55.0,0
56.8,42.9,1011.2,13.2,6.0,11.1,71.1,46.9,1
57.8,46.9,1010.2,12.0,8.0,20.0,68.0,48.0,1
58.6,49.9,1009.2,10.9,8.1,20.0,66.0,54.0,1
56.0,51.8,1012.8,7.3,7.6,15.0,60.1,53.1,1
62.0,47.8,1016.2,10.6,2.8,8.0,73.0,54.0,0
65.9,47.5,1017.2,14.1,1.9,8.9,79.0,51.1,0
70.1,50.8,1016.5,12.6,5.1,15.9,82.9,55.0,0
68.8,56.8,1015.9,12.7,5.7,12.0,81.0,61.0,1
72.0,58.9,1013.3,9.4,10.5,15.9,80.1,64.9,1
71.0,62.0,1013.3,11.1,8.3,20.0,80.1,62.1,1
75.4,60.2,1013.7,13.8,3.0,11.1,88.0,64.0,0
79.1,57.9,1014.0,14.7,2.8,8.0,91.9,64.0,1
73.9,57.9,1017.4,14.9,5.1,11.1,84.0,64.9,1
72.2,58.8,1017.4,13.2,4.3,10.1,82.0,63.0,1
68.6,48.1,1016.9,13.5,5.5,12.0,79.0,55.0,1
65.1,58.9,1012.5,9.5,8.3,17.1,73.0,60.1,1
68.6,59.4,1014.9,9.9,9.2,18.1,79.0,60.1,1
72.0,57.9,1017.1,9.8,6.6,14.0,82.0,63.0,0
72.9,60.0,1017.1,9.9,10.6,28.0,80.1,66.0,0
71.9,64.0,1015.7,8.5,11.0,15.0,80.1,66.0,1
76.8,67.4,1010.5,10.9,15.3,22.9,90.0,68.0,1
84.1,68.4,1004.7,13.2,19.3,28.0,93.0,75.0,0
76.0,64.3,1006.5,11.6,10.7,30.1,88.0,66.0,1
84.6,71.2,1007.3,13.8,16.2,25.1,93.0,77.0,0
85.1,69.6,1013.5,13.7,15.4,20.0,93.0,77.0,0
85.0,66.7,1015.3,14.2,12.1,17.1,93.9,75.9,0
83.4,67.7,1012.7,14.9,9.1,15.0,93.0,73.0,0
81.5,68.0,1009.1,12.2,9.3,15.0,91.9,73.0,1
85.2,69.4,1003.5,14.9,13.1,22.9,97.0,73.9,0
84.5,67.0,1003.2,12.3,11.0,22.9,95.0,73.0,1
80.6,67.5,1010.8,13.3,9.7,17.1,90.0,70.0,1
82.6,69.5,1012.9,14.0,13.4,25.1,93.0,72.0,0
86.0,69.0,1015.0,13.8,9.0,20.0,96.1,75.9,0
84.1,68.2,1017.2,10.5,10.3,15.9,91.9,75.0,0
82.5,60.2,1016.7,13.3,8.9,15.0,93.0,71.1,0
80.1,64.6,1014.9,11.9,6.1,17.1,91.9,70.0,1
77.5,62.0,1012.2,11.5,6.8,15.9,87.1,66.0,0
74.9,58.3,1012.6,13.9,5.3,13.0,82.9,63.0,0
75.0,62.8,1013.6,12.0,6.5,10.1,84.0,64.9,0
78.3,64.4,1015.9,12.8,5.9,12.0,88.0,66.9,0
79.2,66.9,1017.8,14.9,6.6,15.9,87.1,70.0,1
81.2,67.9,1018.2,11.5,9.4,18.1,91.9,73.0,0
85.7,68.8,1014.7,12.5,10.9,18.1,95.0,75.0,0
86.7,66.1,1011.3,14.0,8.0,14.0,99.0,75.9,1
78.9,69.6,1012.0,14.6,6.8,18.1,88.0,72.0,1
76.2,55.0,1014.3,14.9,8.2,14.0,84.9,68.0,0
80.7,64.1,1009.1,13.0,8.6,17.1,99.0,68.0,0
88.9,67.2,1009.0,14.7,12.5,22.0,102.0,78.1,0
90.2,66.6,1012.7,14.9,9.0,14.0,102.0,75.9,0
88.5,67.7,1013.4,13.0,8.9,15.0,99.0,77.0,0
90.1,68.8,1010.7,14.9,11.0,19.0,102.0,78.1,0
91.3,67.5,1009.2,14.9,10.7,15.0,102.9,80.1,0
92.2,68.0,1012.5,14.7,7.1,12.0,102.9,80.1,1
87.3,71.0,1017.0,11.6,6.0,13.0,96.1,80.1,1
86.9,68.0,1015.3,13.7,6.8,14.0,97.0,77.0,0
86.1,65.6,1011.6,14.3,8.7,17.1,96.1,75.9,0
83.4,67.9,1012.2,14.9,9.5,13.0,91.9,73.9,0
82.0,70.5,1015.0,13.8,6.5,13.0,91.0,73.9,0
81.4,71.2,1014.2,9.3,5.3,13.0,91.9,71.1,0
78.4,58.8,1018.8,14.0,10.5,15.0,87.1,68.0,0
75.4,54.8,1016.8,14.9,6.1,12.0,88.0,62.1,0
75.9,63.1,1012.8,14.3,8.1,13.0,86.0,68.0,1
75.2,63.9,1017.3,11.0,8.1,18.1,87.1,64.0,1
74.0,51.3,1020.9,13.4,8.2,14.0,84.9,59.0,0
73.4,52.6,1018.0,12.0,4.2,11.1,84.9,59.0,0
74.2,52.3,1016.8,14.7,4.2,13.0,88.0,63.0,0
74.6,57.2,1016.1,13.7,4.6,11.1,90.0,59.0,0
78.0,56.4,1016.0,12.6,4.5,10.1,95.0,63.0,0
79.7,55.8,1013.9,12.6,4.5,10.1,95.0,64.9,0
80.7,58.9,1011.5,10.2,5.6,15.0,95.0,66.0,0
80.4,62.4,1012.8,11.1,4.3,10.1,95.0,66.0,0
83.5,65.3,1013.1,11.8,6.7,15.0,95.0,73.0,0
84.6,61.4,1010.1,13.3,8.3,14.0,97.0,75.0,0
83.3,64.4,1009.8,11.8,5.1,10.1,98.1,73.9,1
76.2,60.7,1014.7,10.4,6.7,12.0,91.0,64.9,0
79.9,54.7,1014.0,13.2,7.4,14.0,95.0,66.9,0
83.8,63.8,1010.6,14.8,12.0,15.9,99.0,72.0,1
87.2,67.9,1010.8,13.0,12.1,20.0,100.9,75.0,0
88.5,62.5,1009.3,13.3,13.1,18.1,104.0,75.0,0
88.4,59.6,1008.4,14.9,9.9,18.1,102.9,73.9,0
85.3,59.0,1008.3,14.7,8.2,15.0,98.1,71.1,0
80.6,66.0,1007.2,12.4,8.1,15.0,91.9,71.1,1
70.0,49.1,1014.5,12.4,6.9,12.0,82.0,55.0,0
67.6,46.7,1020.1,13.8,6.8,15.0,82.0,52.0,0
67.5,43.9,1022.2,12.8,3.9,14.0,84.9,53.1,0
71.2,44.0,1016.7,12.5,8.8,17.1,86.0,59.0,1
74.8,47.5,1013.8,14.3,6.6,14.0,91.0,61.0,0
75.8,49.8,1015.1,14.9,4.2,8.9,95.0,60.1,0
74.4,41.1,1019.9,14.9,6.5,18.1,86.0,55.0,0
70.1,46.3,1015.7,13.5,5.1,17.1,87.1,54.0,0
68.2,40.0,1017.7,14.2,5.6,14.0,82.0,48.0,0
75.4,45.4,1011.2,13.7,7.5,18.1,102.0,61.0,0
86.4,48.0,1004.9,12.7,13.2,25.1,100.0,72.0,0
70.7,48.6,1014.9,11.6,10.6,17.1,93.9,63.0,1
56.4,31.2,1025.3,14.2,4.1,10.1,72.0,39.9,0
61.6,39.6,1020.8,12.1,6.6,19.0,82.0,46.9,0
77.2,54.7,1010.5,11.4,15.8,25.1,93.9,66.9,0
81.3,59.6,1010.5,10.9,7.0,20.0,91.9,68.0,0
82.4,60.0,1009.0,12.3,11.3,22.9,97.0,70.0,0
83.6,61.9,1006.9,14.9,19.2,25.1,95.0,72.0,0
84.2,64.3,1009.0,14.3,19.1,34.0,95.0,73.9,0
80.5,61.1,1012.6,13.3,12.6,18.1,91.0,73.0,1
70.2,66.2,1014.6,7.9,6.2,12.0,75.9,68.0,1
71.6,63.9,1010.9,8.3,10.1,20.0,84.9,62.1,1
71.4,61.7,1007.7,8.8,6.5,15.9,84.9,62.1,1
71.1,61.0,1011.7,13.0,6.2,13.0,79.0,64.9,1
63.6,48.2,1017.1,12.6,12.3,18.1,73.9,54.0,0
57.4,40.7,1023.6,13.0,8.6,10.1,64.9,53.1,1
52.6,41.3,1027.9,10.9,10.6,15.0,55.0,50.0,1
53.5,50.8,1023.8,6.8,9.1,13.0,57.9,50.0,1
62.1,53.1,1015.3,9.0,4.7,10.1,79.0,51.1,1
62.9,50.8,1017.5,11.7,7.1,24.1,81.0,50.0,0
69.6,56.1,1007.7,12.7,13.1,20.0,73.9,64.9,1
55.7,41.9,1019.4,13.4,8.0,15.0,68.0,45.0,0
54.7,42.5,1025.5,12.8,1.6,10.1,71.1,41.0,0
63.5,45.2,1024.2,10.2,7.8,18.1,71.1,57.0,1
65.0,56.5,1019.5,9.5,13.1,25.1,73.9,59.0,0
63.4,61.3,1013.2,4.7,11.3,18.1,66.0,62.1,1
69.7,66.9,1002.0,6.0,9.4,17.1,75.9,64.9,1
58.2,55.6,1008.8,8.3,5.5,20.0,72.0,53.1,1
53.7,43.2,1018.4,11.4,8.8,20.0,64.0,45.0,1
52.2,40.9,1022.7,11.8,8.5,24.1,75.0,37.9,0
63.3,51.6,1016.8,13.9,11.2,20.0,80.1,50.0,0
63.9,52.0,1015.1,13.8,11.4,20.0,80.1,50.0,0
67.3,50.6,1007.5,10.6,15.9,30.1,84.9,53.1,0
59.5,40.3,1012.6,11.6,14.0,22.0,75.0,46.9,1
52.2,33.9,1015.4,13.7,10.9,30.1,66.0,41.0,0
50.2,33.2,1015.3,12.3,9.8,19.0,62.1,37.9,0
47.2,30.7,1010.0,11.4,2.1,8.0,68.0,30.9,0
49.8,35.3,1014.4,12.8,7.0,20.0,64.0,36.0,0
49.1,30.5,1016.2,13.2,13.6,20.0,64.9,35.1,0
46.7,26.2,1015.7,12.6,6.4,10.1,64.9,34.0,0
51.5,34.7,1014.9,11.8,4.5,15.0,75.9,37.9,0
58.8,46.6,1012.0,10.6,3.4,12.0,71.1,48.0,0
52.0,39.5,1024.3,11.9,8.8,17.1,64.0,39.9,0
54.7,46.8,1018.8,10.6,7.0,15.0,71.1,45.0,0
49.6,43.9,1014.9,9.4,12.4,30.1,64.0,39.0,1
41.0,28.2,1025.2,12.9,3.8,10.1,60.1,28.9,0
51.5,34.5,1014.9,11.1,0.7,5.1,78.1,36.0,0
59.4,38.2,1009.1,10.7,3.4,15.0,84.9,41.0,0
61.7,40.1,1001.8,12.7,7.8,15.0,79.0,48.9,0
49.0,40.0,1005.1,8.9,16.6,22.9,64.9,41.0,1
43.2,29.8,1008.0,12.2,19.0,32.1,53.1,33.1,0
43.0,23.1,1007.9,13.3,19.7,30.1,53.1,34.0,0
45.5,29.5,1002.4,12.8,6.7,20.0,73.9,32.0,0
46.4,32.3,1008.6,13.7,4.5,20.0,57.0,39.0,0
38.9,22.2,1019.3,10.9,13.5,22.9,51.1,28.9,0
28.9,15.9,1026.4,13.0,4.1,12.0,46.9,17.1,0
42.8,27.4,1016.8,12.2,6.4,15.0,64.0,32.0,0
54.3,33.6,1005.0,12.6,8.8,25.1,73.0,45.0,0
38.3,19.8,1017.5,11.8,16.8,25.1,57.9,26.1,0
29.9,15.5,1021.8,11.6,15.9,30.1,39.9,21.9,0
34.0,16.8,1026.3,11.3,8.8,18.1,46.0,21.0,0
43.8,28.8,1010.6,11.4,8.8,20.0,59.0,30.9,1
43.6,28.0,998.6,12.4,5.5,15.9,54.0,32.0,0
43.8,34.1,995.2,10.4,5.9,12.0,52.0,36.0,0
39.7,31.8,1009.3,9.4,9.0,15.9,48.9,30.0,0
36.5,29.9,1015.1,8.3,12.2,32.1,44.1,28.9,1
24.5,15.0,1020.0,10.8,9.8,18.1,37.0,15.1,0
33.6,25.8,1003.2,8.6,16.8,32.1,41.0,21.9,1
13.7,4.0,1014.8,9.4,18.3,26.0,21.9,5.0,0
18.8,8.1,1026.1,11.9,7.9,12.0,27.0,10.9,0
24.7,15.7,1024.8,11.0,8.1,17.1,30.9,21.0,0
25.1,19.3,1021.9,9.1,3.9,15.0,41.0,10.9,0
44.3,31.1,1016.2,11.4,8.5,14.0,62.1,33.1,0
45.7,34.6,1011.9,11.8,8.8,15.0,57.0,37.0,0
43.7,36.1,1000.1,9.1,7.1,20.0,50.0,39.9,0
29.0,17.8,1021.2,10.8,14.7,25.1,39.9,21.0,0
28.9,15.1,1026.5,11.2,8.5,20.0,45.0,21.0,0
28.4,15.2,1025.3,13.0,9.7,17.1,41.0,15.1,0
35.9,22.1,1016.4,13.3,5.7,12.0,55.9,26.1,0
22.3,12.5,1018.3,9.8,17.4,38.1,44.1,9.0,0
11.7,3.1,1025.8,10.2,20.7,30.1,19.9,7.0,0
13.6,6.0,1032.1,11.3,15.6,22.0,21.0,8.1,0
10.2,3.5,1035.3,10.5,4.7,14.0,24.1,1.0,0
26.8,21.1,1017.8,7.1,13.2,15.9,32.0,18.0,1
32.9,32.1,1008.4,3.8,7.1,12.0,35.1,32.0,1
34.3,32.9,1005.3,3.0,18.1,28.0,39.9,30.0,1
20.0,11.6,1015.8,10.6,15.0,22.0,26.1,15.1,0
16.8,8.5,1026.9,12.2,5.1,10.1,33.1,8.1,0
28.1,20.4,1011.6,10.1,8.1,15.0,42.1,19.9,0
25.2,20.0,1006.4,5.4,2.8,10.1,39.0,14.0,0
14.1,8.3,1023.1,7.0,16.7,20.0,25.0,7.0,0
11.9,6.4,1031.9,8.8,7.4,18.1,21.0,6.1,0
20.7,15.3,1031.1,6.0,8.3,14.0,24.1,19.0,0
19.7,14.3,1034.7,8.0,4.7,8.0,27.0,16.0,0
22.9,18.1,1027.1,8.3,10.2,20.0,33.1,15.1,0
31.9,23.8,1014.9,7.5,15.1,24.1,36.0,28.9,0
22.8,12.2,1027.6,10.7,8.7,20.0,28.9,16.0,0
8.4,0.9,1034.9,10.4,17.4,20.0,14.0,1.9,0
14.8,5.5,1018.7,9.9,9.5,20.0,30.9,5.0,0
16.4,9.9,1016.4,9.4,5.3,20.0,21.9,10.0,0
10.0,4.8,1024.7,9.8,6.3,15.0,17.1,3.0,0
6.2,-0.1,1039.7,10.8,10.5,15.9,14.0,0.0,0
8.5,0.7,1032.4,10.7,8.2,11.1,21.0,3.0,0
17.6,10.9,1024.6,7.4,5.1,18.1,34.0,8.1,0
30.5,22.2,1006.1,8.8,5.2,15.9,45.0,21.9,0
38.8,30.6,998.0,9.2,4.3,12.0,55.0,30.9,0
39.9,32.9,1001.9,8.7,9.0,22.9,48.9,32.0,0
26.6,15.2,1026.1,11.1,8.1,15.0,39.9,17.1,0
33.1,18.3,1027.5,12.6,9.0,15.9,46.0,27.0,0
36.4,24.8,1022.9,10.4,11.1,20.0,48.0,30.0,0
39.6,28.3,1014.6,8.8,12.3,20.0,43.0,37.0,1
17.4,8.3,1033.3,8.8,14.9,22.0,35.1,9.0,0
18.0,8.3,1039.5,9.9,5.9,12.0,37.0,7.0,0
30.3,20.9,1025.0,10.2,3.1,11.1,48.0,19.9,0
35.7,19.7,1007.9,11.7,8.5,20.0,42.1,30.9,1
31.4,23.2,1015.5,9.1,6.9,18.1,46.9,19.0,0
35.8,23.8,1024.4,11.6,5.7,12.0,48.0,28.9,0
33.6,21.2,1017.3,13.0,1.7,8.0,48.0,25.0,0
38.5,22.6,1011.3,12.4,1.6,12.0,63.0,26.1,0
32.6,19.6,1022.5,11.6,14.7,25.1,48.9,17.1,0
14.3,6.4,1037.6,9.9,9.5,18.1,27.0,6.1,0
26.6,18.4,1032.7,9.9,13.1,20.0,34.0,23.0,0
26.9,17.8,1026.6,9.9,10.3,20.0,39.0,16.0,0
23.4,19.2,1030.9,5.5,9.6,15.9,28.9,21.0,1
21.5,18.5,1032.3,2.8,9.1,15.9,28.9,16.0,0
24.1,18.4,1032.9,5.6,3.8,10.1,36.0,18.0,0
27.4,17.4,1029.5,8.4,4.6,15.0,41.0,18.0,0
38.7,22.8,1010.9,11.2,17.9,25.1,50.0,32.0,0
15.8,10.3,1012.3,5.9,21.7,34.0,28.0,7.0,0
1.2,-3.6,1019.8,6.4,15.4,22.0,5.0,-2.0,0
7.6,3.3,1024.5,4.1,6.4,8.9,10.9,5.0,0
10.4,5.0,1026.0,7.7,5.0,8.0,16.0,8.1,0
4.3,-2.6,1020.2,5.5,1.9,6.0,23.0,-8.0,0
9.5,4.0,1017.7,5.5,6.5,10.1,16.0,3.0,0
3.8,-2.9,1023.6,5.3,5.3,12.0,10.0,-0.9,0
10.0,3.9,1026.5,7.7,5.2,10.1,15.1,6.1,0
13.1,8.0,1024.1,5.3,9.2,14.0,17.1,10.9,0
20.4,15.4,1017.3,4.1,15.0,20.0,25.0,16.0,0
23.0,18.9,1018.8,4.5,6.0,13.0,25.0,19.0,1
19.9,15.3,1022.6,6.3,6.3,20.0,33.1,10.0,0
32.1,30.1,1018.3,3.7,10.2,22.9,35.1,30.0,1
32.9,29.6,1010.2,4.8,14.5,22.0,36.0,27.0,1
18.1,9.0,1022.9,9.9,13.5,20.0,26.1,12.0,0
9.7,2.3,1030.0,7.9,8.6,15.0,19.0,1.9,0
18.0,10.9,1034.0,7.7,5.6,18.1,26.1,12.9,0
22.7,19.3,1029.6,3.4,12.4,20.0,27.0,18.0,0
7.6,1.2,1032.0,8.9,12.5,19.0,16.0,-4.0,0
4.8,-1.4,1031.9,8.6,2.8,10.1,25.0,-8.0,0
11.8,6.1,1023.9,7.1,1.8,10.1,30.0,-2.0,0
21.5,16.0,1020.8,7.2,1.6,8.0,37.0,10.0,0
30.5,23.9,1013.8,8.4,1.3,6.0,37.9,27.0,0
29.2,25.2,1014.8,7.3,2.6,10.1,37.0,23.0,0
31.0,25.8,1022.3,7.6,9.4,15.9,36.0,27.0,0
21.3,17.3,1024.7,5.6,6.2,15.0,36.0,10.0,0
27.4,22.4,1015.3,8.9,3.3,14.0,37.0,19.9,0
28.0,24.0,1010.4,5.5,6.0,15.0,32.0,25.0,0
29.9,23.9,1012.6,8.6,7.8,15.9,36.0,27.0,0
34.6,29.5,1005.6,9.6,6.4,15.9,45.0,28.0,0
26.4,18.7,1014.0,9.7,12.7,20.0,37.9,19.9,0
22.2,11.9,1020.2,9.3,10.8,15.9,35.1,14.0,0
27.2,23.1,1015.6,5.3,9.6,20.0,30.9,25.0,1
