amazed-suprised,happy-pleased,relaxing-clam,quiet-still,sad-lonely,angry-aggresive,Mean_Acc1298_Mean_Mem40_Centroid,Mean_Acc1298_Mean_Mem40_Rolloff,Mean_Acc1298_Mean_Mem40_Flux,Mean_Acc1298_Mean_Mem40_MFCC_0,Mean_Acc1298_Mean_Mem40_MFCC_1,Mean_Acc1298_Mean_Mem40_MFCC_2,Mean_Acc1298_Mean_Mem40_MFCC_3,Mean_Acc1298_Mean_Mem40_MFCC_4,Mean_Acc1298_Mean_Mem40_MFCC_5,Mean_Acc1298_Mean_Mem40_MFCC_6,Mean_Acc1298_Mean_Mem40_MFCC_7,Mean_Acc1298_Mean_Mem40_MFCC_8,Mean_Acc1298_Mean_Mem40_MFCC_9,Mean_Acc1298_Mean_Mem40_MFCC_10,Mean_Acc1298_Mean_Mem40_MFCC_11,Mean_Acc1298_Mean_Mem40_MFCC_12,Mean_Acc1298_Std_Mem40_Centroid,Mean_Acc1298_Std_Mem40_Rolloff,Mean_Acc1298_Std_Mem40_Flux,Mean_Acc1298_Std_Mem40_MFCC_0,Mean_Acc1298_Std_Mem40_MFCC_1,Mean_Acc1298_Std_Mem40_MFCC_2,Mean_Acc1298_Std_Mem40_MFCC_3,Mean_Acc1298_Std_Mem40_MFCC_4,Mean_Acc1298_Std_Mem40_MFCC_5,Mean_Acc1298_Std_Mem40_MFCC_6,Mean_Acc1298_Std_Mem40_MFCC_7,Mean_Acc1298_Std_Mem40_MFCC_8,Mean_Acc1298_Std_Mem40_MFCC_9,Mean_Acc1298_Std_Mem40_MFCC_10,Mean_Acc1298_Std_Mem40_MFCC_11,Mean_Acc1298_Std_Mem40_MFCC_12,Std_Acc1298_Mean_Mem40_Centroid,Std_Acc1298_Mean_Mem40_Rolloff,Std_Acc1298_Mean_Mem40_Flux,Std_Acc1298_Mean_Mem40_MFCC_0,Std_Acc1298_Mean_Mem40_MFCC_1,Std_Acc1298_Mean_Mem40_MFCC_2,Std_Acc1298_Mean_Mem40_MFCC_3,Std_Acc1298_Mean_Mem40_MFCC_4,Std_Acc1298_Mean_Mem40_MFCC_5,Std_Acc1298_Mean_Mem40_MFCC_6,Std_Acc1298_Mean_Mem40_MFCC_7,Std_Acc1298_Mean_Mem40_MFCC_8,Std_Acc1298_Mean_Mem40_MFCC_9,Std_Acc1298_Mean_Mem40_MFCC_10,Std_Acc1298_Mean_Mem40_MFCC_11,Std_Acc1298_Mean_Mem40_MFCC_12,Std_Acc1298_Std_Mem40_Centroid,Std_Acc1298_Std_Mem40_Rolloff,Std_Acc1298_Std_Mem40_Flux,Std_Acc1298_Std_Mem40_MFCC_0,Std_Acc1298_Std_Mem40_MFCC_1,Std_Acc1298_Std_Mem40_MFCC_2,Std_Acc1298_Std_Mem40_MFCC_3,Std_Acc1298_Std_Mem40_MFCC_4,Std_Acc1298_Std_Mem40_MFCC_5,Std_Acc1298_Std_Mem40_MFCC_6,Std_Acc1298_Std_Mem40_MFCC_7,Std_Acc1298_Std_Mem40_MFCC_8,Std_Acc1298_Std_Mem40_MFCC_9,Std_Acc1298_Std_Mem40_MFCC_10,Std_Acc1298_Std_Mem40_MFCC_11,Std_Acc1298_Std_Mem40_MFCC_12,BH_LowPeakAmp,BH_LowPeakBPM,BH_HighPeakAmp,BH_HighPeakBPM,BH_HighLowRatio,BHSUM1,BHSUM2,BHSUM3
1,1,0,0,0,1,0.074666,0.20816,0.077176,-59.722243,3.157172,0.215426,1.327861,0.38493,0.881481,0.354518,0.392589,0.313067,0.680043,0.644069,0.516499,0.276794,0.03129,0.101748,0.028723,2.244167,0.672805,0.677398,0.618441,0.541796,0.476747,0.51906,0.476146,0.431036,0.428262,0.407946,0.397833,0.384421,0.018986,0.051682,0.008536,1.996994,0.424225,0.426023,0.344492,0.295488,0.244525,0.192395,0.215792,0.242126,0.174072,0.171487,0.150224,0.178748,0.023946,0.056784,0.030808,4.310795,0.319405,0.193886,0.147683,0.16271,0.084141,0.107914,0.122837,0.06978,0.078672,0.051392,0.057086,0.049279,0.075715,83,0.045955,166,2,0.171523,0.095755,0.320825
0,0,1,0,1,0,0.034731,0.166653,0.086036,-71.814531,5.139119,1.076793,1.304352,1.004239,0.911294,0.301178,0.286891,0.488505,0.462666,0.798157,0.151072,0.448615,0.026911,0.238283,0.039013,5.301389,1.216823,1.210924,0.870835,0.653732,0.601234,0.659573,0.598669,0.547907,0.535867,0.491014,0.495403,0.452722,0.020235,0.113348,0.007594,3.135501,0.527528,0.878712,0.264558,0.210786,0.292827,0.408725,0.252533,0.256882,0.165018,0.254525,0.242216,0.204158,0.028773,0.14846,0.029281,3.627938,0.353926,0.260112,0.156363,0.112134,0.128188,0.215788,0.125154,0.093896,0.096842,0.092988,0.093273,0.080118,0.035295,91,0.0137,182,2,0.129035,0.153852,0.327411
0,0,1,0,1,0,0.038674,0.165774,0.086206,-77.501905,6.065846,-0.282856,1.981126,0.705378,1.207684,0.367805,0.524682,0.676641,0.518456,0.37406,0.701561,0.105635,0.029154,0.232385,0.036903,6.118431,1.365777,1.035778,1.026335,0.73214,0.636568,0.632198,0.588891,0.529622,0.511494,0.498472,0.558852,0.463856,0.016259,0.090466,0.006692,4.06415,0.893058,0.595173,0.824382,0.437243,0.469583,0.356914,0.400892,0.379323,0.284939,0.290506,0.255344,0.205165,0.025281,0.104282,0.029275,4.066038,0.349679,0.296491,0.314144,0.180369,0.151176,0.142445,0.132144,0.122505,0.095765,0.11998,0.131556,0.075094,0.70748,79,0.001834,158,2,1.167109,0.11083,1.296629
0,0,1,0,0,1,0.064984,0.322048,0.096059,-69.02028,4.550192,1.655251,1.126918,0.476409,0.397545,0.586,0.531333,0.028731,0.436326,0.424011,0.322187,0.056799,0.072016,0.361003,0.045115,6.303973,2.138303,1.187849,1.097353,0.972428,0.785427,0.805382,0.7179,0.730613,0.639513,0.600369,0.580488,0.572603,0.033311,0.093837,0.008386,2.481751,0.83917,0.501933,0.53196,0.506723,0.446666,0.261096,0.276509,0.220331,0.2375,0.261476,0.213148,0.261984,0.041001,0.055111,0.028086,3.485903,0.389784,0.197995,0.237843,0.208238,0.139831,0.153081,0.128776,0.140606,0.107967,0.108997,0.113052,0.098819,0.093769,59,0,177,3,0.235092,0.05239,0.311204
0,0,1,1,1,0,0.026397,0.039277,0.078939,-73.956632,6.71742,0.893289,2.477158,0.926868,1.529064,0.573774,1.689284,0.720802,1.048844,0.383043,1.088186,0.526405,0.012606,0.033139,0.033106,3.263413,0.995791,0.655432,0.668262,0.612328,0.575324,0.637535,0.473328,0.514247,0.447688,0.510022,0.446107,0.418615,0.015352,0.039756,0.008052,3.777652,0.735892,0.547388,0.638895,0.605563,0.613771,0.716325,0.279768,0.410499,0.399066,0.302026,0.223818,0.261607,0.028981,0.068621,0.029799,4.266548,0.423461,0.214591,0.275344,0.196948,0.197616,0.203477,0.120659,0.15323,0.100973,0.103505,0.113599,0.130456,0.118365,84,0.123639,168,2,0.249093,0.008785,0.493828
0,0,0,0,0,1,0.08558,0.279243,0.098685,-74.149915,3.743536,-0.563684,2.497154,0.823285,0.338471,0.357739,0.574406,0.485848,0.433568,0.290881,0.474203,0.22878,0.079976,0.278893,0.043285,6.149465,1.829553,1.218864,1.211388,0.945912,0.850299,0.617695,0.641544,0.588193,0.583997,0.456792,0.502462,0.453254,0.023956,0.072573,0.007988,2.849276,0.629681,0.392233,0.361707,0.328199,0.384656,0.218816,0.195627,0.172586,0.222417,0.123442,0.176689,0.121025,0.027052,0.073355,0.028684,3.697335,0.383598,0.244794,0.238498,0.194575,0.142643,0.097978,0.111507,0.091612,0.111308,0.06553,0.064258,0.066624,0.067032,59,0,177,3,0.159511,0.033998,0.193509
0,1,1,0,0,0,0.080957,0.235946,0.091354,-68.97358,3.698868,1.082361,1.227564,0.955292,0.599472,0.452516,0.622823,0.257092,0.377194,0.541306,0.307199,0.205131,0.065276,0.235376,0.039136,5.304012,1.175204,1.036534,0.938077,0.643785,0.661654,0.622722,0.619136,0.609162,0.615414,0.571318,0.504472,0.514547,0.03625,0.086405,0.007574,2.319746,0.487768,0.715188,0.686392,0.494336,0.435163,0.343489,0.299259,0.475998,0.372369,0.303753,0.26603,0.273239,0.031936,0.07755,0.028953,3.991324,0.256872,0.301811,0.312131,0.128736,0.177345,0.153406,0.132275,0.156146,0.161409,0.135513,0.102924,0.111696,0.305873,65,0.016195,195,3,0.374139,0.120199,0.918027
1,0,0,0,0,1,0.030919,0.073223,0.080426,-74.12816,4.945854,1.761822,1.019767,0.731084,0.981441,0.869285,1.183175,1.223514,0.740915,0.53914,0.220521,0.722795,0.024107,0.144751,0.03293,3.216966,1.1111,0.635697,0.438436,0.375337,0.385542,0.367657,0.368676,0.362066,0.367179,0.362915,0.328389,0.343715,0.013406,0.036151,0.007374,2.601057,0.622933,0.441103,0.326788,0.139052,0.093935,0.190031,0.130333,0.169919,0.135438,0.084703,0.1368,0.09842,0.026297,0.081023,0.029735,4.103891,0.227055,0.126653,0.082337,0.054468,0.048313,0.052238,0.055512,0.065179,0.06779,0.038657,0.043578,0.043468,0.258682,69,0.433313,138,2,0.338799,0.483341,0.87192
0,0,0,1,1,0,0.044781,0.075495,0.072399,-94.840663,4.001947,3.391531,1.807693,0.974066,0.190413,0.628499,0.211149,0.169187,0.419128,1.290063,1.876704,1.168054,0.021197,0.053213,0.027811,3.670083,0.912795,0.748275,0.472019,0.440677,0.440091,0.339254,0.423879,0.529922,0.411728,0.371416,0.509909,0.453734,0.037984,0.102025,0.00768,6.571795,1.426872,1.098371,0.60049,0.824674,0.778531,0.305928,1.229979,1.729741,0.724856,0.694658,1.181478,1.066014,0.031523,0.081155,0.030652,5.277163,0.45958,0.369506,0.180443,0.22899,0.26485,0.172158,0.233334,0.411033,0.231477,0.236264,0.295025,0.286266,0.012098,80,0,160,2,0.04159,0,0.04159
0,1,1,0,0,0,0.076105,0.292287,0.091568,-70.698102,3.072442,-1.213713,1.993607,0.386897,0.781711,0.593979,0.359247,0.547864,0.537368,0.518365,0.733638,0.784378,0.068877,0.276475,0.042253,4.87673,1.363096,0.830408,0.862018,0.641477,0.585644,0.504254,0.532985,0.511646,0.475528,0.468091,0.476034,0.414684,0.02892,0.114447,0.007283,2.14063,0.714441,0.585106,0.437835,0.310199,0.32839,0.247443,0.257473,0.304149,0.242023,0.243176,0.322227,0.244572,0.022277,0.097159,0.028895,4.43605,0.236326,0.222516,0.213125,0.126804,0.112662,0.095479,0.101228,0.10186,0.078125,0.089693,0.154439,0.095207,0.031941,75,0.034263,150,2,0.230172,0.269288,0.594269
1,0,0,0,0,1,0.058562,0.155087,0.099631,-68.730464,4.336577,1.2607,0.693808,0.33877,0.607962,0.324605,0.666964,0.533622,0.319292,0.223457,0.346723,0.31954,0.043713,0.178039,0.042975,4.685229,1.306356,0.993609,0.771164,0.611288,0.55774,0.534361,0.515106,0.505534,0.547082,0.543948,0.54869,0.467192,0.024541,0.065976,0.006387,2.417101,0.659144,0.659449,0.43221,0.284576,0.29431,0.271471,0.374437,0.431981,0.430377,0.276469,0.163261,0.181615,0.020404,0.045286,0.028638,3.702831,0.22701,0.263475,0.130308,0.083826,0.091495,0.055751,0.088256,0.075841,0.094214,0.077812,0.086088,0.067727,0.152174,65,0.311013,130,2,0.264897,0.415824,0.871924
0,0,1,1,0,0,0.042421,0.06925,0.081866,-80.67018,9.280361,-0.795268,2.120061,0.885239,0.886188,0.631933,0.204551,0.252705,0.654197,0.622752,0.159243,0.158689,0.01402,0.033964,0.039752,4.868159,1.010511,0.672286,0.544754,0.552736,0.497935,0.446997,0.561696,0.537552,0.529101,0.499432,0.609696,0.524287,0.016071,0.037026,0.009194,7.142825,1.441464,0.432295,0.474632,0.698052,0.370847,0.35959,0.467254,0.43615,0.580668,0.419506,0.556965,0.514307,0.027058,0.053807,0.028894,4.278842,0.607476,0.193206,0.159256,0.169644,0.119436,0.133657,0.207659,0.19201,0.195238,0.152925,0.337381,0.199931,0.078529,78,0,156,2,0.408718,0.070038,0.613866
0,0,0,0,0,1,0.061812,0.162229,0.094201,-68.406334,4.502215,0.634231,1.388073,0.931668,0.761655,0.503258,0.494978,0.19706,0.355062,0.597289,0.618456,0.310737,0.058918,0.189239,0.037833,6.077897,1.803099,1.209848,0.930278,0.962253,0.659443,0.625789,0.595727,0.568974,0.547122,0.496206,0.472554,0.483384,0.020209,0.056406,0.007414,1.833159,0.719493,0.33271,0.313291,0.423004,0.213055,0.213677,0.147113,0.180902,0.155928,0.154356,0.127602,0.131561,0.03701,0.079205,0.029182,4.470107,0.470053,0.223693,0.150262,0.212128,0.12175,0.103284,0.100146,0.091718,0.079705,0.07832,0.085275,0.082285,0.189838,67,0.002621,134,2,0.377987,0.046083,0.427089
1,0,0,0,0,0,0.063169,0.162713,0.085342,-70.507395,3.693131,0.65534,1.300283,0.801208,0.722893,0.698114,0.867604,0.946097,0.768792,0.397347,0.466566,0.246736,0.040035,0.148334,0.034189,3.810015,1.016096,0.89721,0.586016,0.534109,0.499931,0.458029,0.504543,0.498591,0.491573,0.502345,0.427103,0.425127,0.0212,0.051756,0.008718,2.769335,0.441766,0.771874,0.477324,0.319569,0.270972,0.293223,0.339083,0.391483,0.370361,0.37586,0.255935,0.248899,0.023682,0.060703,0.029507,3.930286,0.262519,0.253596,0.093505,0.102583,0.088625,0.089534,0.105619,0.104299,0.092889,0.110468,0.080074,0.061317,1.114043,66,1.254678,132,2,1.217294,1.276947,2.579975
0,1,1,0,0,0,0.032004,0.069772,0.081334,-79.103672,7.340928,1.328014,1.773946,1.190642,0.661326,0.234756,0.244828,0.475479,0.377815,0.54219,0.521324,0.391351,0.018683,0.078969,0.034387,5.168958,1.688497,0.993453,0.553269,0.516187,0.538321,0.506927,0.504405,0.425326,0.502552,0.51395,0.485999,0.393672,0.016956,0.074246,0.007352,3.553779,1.585255,0.462194,0.293887,0.353061,0.331816,0.389069,0.28931,0.272449,0.282675,0.293839,0.276211,0.310648,0.027193,0.11123,0.029927,4.141134,0.494401,0.209322,0.125325,0.125804,0.13974,0.12568,0.114701,0.101703,0.208859,0.199225,0.144324,0.063802,0.124447,102,0,204,2,0.156885,0.430486,0.704362
1,1,0,0,0,0,0.035977,0.13999,0.080878,-73.146643,6.315539,0.871116,0.735255,0.528011,0.590547,0.565179,0.74184,0.648105,0.511962,0.518125,0.484651,0.442249,0.02251,0.199212,0.032205,3.556611,0.984967,0.751461,0.565687,0.639367,0.613693,0.574868,0.591945,0.667725,0.690295,0.588405,0.67186,0.517636,0.015035,0.097383,0.007489,2.443123,0.749055,0.510963,0.492559,0.456655,0.396793,0.398797,0.349173,0.33506,0.32275,0.253268,0.326922,0.234105,0.026631,0.143586,0.029839,4.437819,0.353536,0.171036,0.175926,0.20393,0.202636,0.175464,0.169902,0.307834,0.225959,0.175493,0.198315,0.120916,0.038367,64,0.044748,128,2,0.128921,0.064599,0.200475
0,1,1,0,0,0,0.124628,0.262126,0.088286,-73.488363,2.930643,-0.395207,1.396992,0.577302,0.079088,0.446914,1.72242,1.259782,0.103201,0.16658,0.543511,0.205983,0.073384,0.170748,0.036247,4.422413,1.325725,1.388104,0.893238,0.848487,0.736561,0.640364,0.643027,0.617996,0.543732,0.588624,0.490879,0.473501,0.024985,0.042482,0.007235,3.307818,0.709652,1.039546,0.755093,0.510433,0.483288,0.318069,0.365866,0.377845,0.25452,0.375408,0.183747,0.322965,0.032635,0.057169,0.02952,4.222461,0.36806,0.303093,0.20362,0.207119,0.148526,0.129615,0.118551,0.105923,0.106779,0.139957,0.103371,0.102959,0.14673,67,0.656695,134,2,0.50402,0.720786,1.265261
0,0,0,0,1,1,0.030395,0.076078,0.090462,-78.811242,3.728447,1.8846,2.039208,1.275419,1.510876,1.087001,1.053526,0.841672,0.955622,0.567459,0.559133,0.475799,0.034614,0.143491,0.038465,5.648552,1.519974,0.760416,0.647528,0.598493,0.577287,0.509926,0.471579,0.476535,0.5006,0.489105,0.420859,0.397122,0.022247,0.052294,0.008564,3.656244,1.161883,0.394848,0.367658,0.361894,0.30587,0.161923,0.17994,0.253462,0.272241,0.314235,0.221986,0.181877,0.028711,0.080555,0.028885,4.351867,0.374771,0.226938,0.20695,0.178781,0.140284,0.116456,0.118103,0.107284,0.127736,0.138748,0.067128,0.071154,0.025073,68,0.008266,204,3,0.077302,0.021284,0.106852
1,0,0,0,0,0,0.152477,0.574501,0.0931,-72.424554,2.664424,0.96003,0.545693,1.155961,0.602254,0.510832,0.38702,1.125728,0.481861,0.913516,0.544501,0.390905,0.139685,0.328228,0.035992,5.442701,1.808946,1.104276,0.708078,0.681276,0.544827,0.488458,0.454722,0.451581,0.511094,0.496393,0.393212,0.406787,0.020906,0.081376,0.007226,2.753911,0.604319,0.846918,0.433778,0.34988,0.127998,0.107178,0.133418,0.113439,0.092999,0.121122,0.095163,0.115053,0.020082,0.017141,0.02928,3.741103,0.227271,0.170587,0.123746,0.060883,0.071671,0.058788,0.054269,0.043153,0.062901,0.044549,0.050669,0.05352,1.556545,66,1.693339,132,2,1.657962,1.737106,3.422899
0,0,0,0,0,1,0.055423,0.115516,0.082213,-74.904585,5.311599,0.930162,2.601184,1.366456,1.211284,0.98402,0.588133,0.860405,0.847581,0.257134,-0.023016,0.239465,0.038788,0.125531,0.034454,3.334232,1.450685,0.846346,0.594767,0.511795,0.53688,0.541025,0.480955,0.507037,0.439625,0.404149,0.420282,0.377406,0.023406,0.074312,0.007638,3.646699,1.258564,0.956083,0.459677,0.350672,0.259804,0.198111,0.215275,0.231452,0.203888,0.182662,0.229036,0.137237,0.033229,0.085698,0.029917,3.9695,0.536788,0.226289,0.200209,0.096517,0.129709,0.118665,0.106167,0.068935,0.069802,0.070301,0.063659,0.051015,0.066168,84,0.426427,168,2,0.200127,0.843088,1.625395
1,0,0,0,0,0,0.174965,0.544257,0.085136,-68.11825,1.660375,0.367742,0.917574,0.990992,0.917184,0.359717,0.459195,0.856958,0.399287,0.523514,0.191279,0.353198,0.129921,0.290624,0.033109,4.413764,1.169372,1.073329,0.645387,0.550906,0.483114,0.495494,0.41412,0.467667,0.400346,0.410832,0.442905,0.404067,0.018882,0.051657,0.0059,2.17195,0.306443,0.360884,0.250997,0.211778,0.165114,0.157895,0.16406,0.156487,0.102478,0.134925,0.123237,0.100054,0.014994,0.025466,0.030259,3.547493,0.138179,0.111024,0.109675,0.078054,0.069673,0.061393,0.048667,0.058985,0.045488,0.051311,0.054614,0.054532,1.188861,68,1.399786,136,2,1.201197,1.435895,2.656136
0,1,1,0,0,0,0.061659,0.180256,0.087022,-74.094832,4.253594,1.097453,1.927231,0.606217,0.42448,0.633663,0.065608,0.71453,0.34445,0.395647,0.299825,0.472307,0.058036,0.234827,0.040081,5.700182,1.292794,0.932029,0.965795,0.734156,0.625889,0.555401,0.585688,0.496962,0.491351,0.44611,0.434422,0.428434,0.034307,0.080151,0.007703,3.837103,0.656959,0.542185,0.653541,0.404674,0.396628,0.273693,0.313883,0.325569,0.422726,0.324582,0.191618,0.199175,0.032538,0.059021,0.028805,3.640447,0.274154,0.278496,0.363183,0.253099,0.135935,0.099844,0.123226,0.099773,0.092866,0.074927,0.082035,0.061632,0.279071,61,0.01438,122,2,0.558981,0.079784,0.877491
0,0,1,1,1,0,0.045862,0.084129,0.076686,-83.289375,5.632994,1.528128,1.526764,1.081583,1.093585,0.61373,0.322409,0.617342,0.804145,0.377727,0.513551,0.56249,0.027488,0.08201,0.031047,4.364011,1.162568,0.85349,0.59471,0.541643,0.440751,0.486205,0.46786,0.505428,0.51991,0.537654,0.557195,0.566123,0.015921,0.04425,0.008175,4.685154,1.234939,0.969685,0.371662,0.328412,0.188994,0.259724,0.208757,0.421376,0.437714,0.37866,0.394674,0.39158,0.028318,0.07951,0.030252,4.597927,0.48823,0.286378,0.152764,0.129513,0.092179,0.099765,0.110369,0.11924,0.153441,0.136102,0.134886,0.157816,0.107017,80,0.22459,160,2,0.404458,0.177013,0.867644
1,0,0,0,0,1,0.08745,0.251114,0.095398,-67.657984,2.144222,2.469966,1.750901,1.667266,0.915825,1.021892,0.856928,0.60826,0.628725,0.875762,0.102432,0.202953,0.08,0.263971,0.043785,4.995024,1.825113,1.402365,0.660933,0.648943,0.521108,0.711499,0.458105,0.41684,0.407394,0.482713,0.759374,0.468661,0.019502,0.048051,0.008345,1.258922,0.36286,0.625575,0.211724,0.233416,0.214012,0.230809,0.203876,0.135621,0.096981,0.089936,0.134294,0.0671,0.020965,0.033186,0.028513,4.218026,0.163605,0.173113,0.061927,0.092458,0.055238,0.065124,0.055496,0.056887,0.048366,0.04625,0.072605,0.050209,0.122698,68,0.111567,136,2,0.187177,0.125963,0.480385
0,0,1,0,1,0,0.04306,0.171913,0.084732,-74.971441,5.607065,-0.958865,2.175883,0.872804,1.016713,1.168114,0.518991,0.644329,0.384527,0.554631,0.587583,0.720108,0.036256,0.220299,0.038246,6.059808,1.692642,1.042144,1.051801,0.892381,0.673812,0.636387,0.581392,0.609595,0.573111,0.505108,0.526706,0.486981,0.020967,0.081541,0.007784,3.982785,1.309836,0.729152,0.821484,0.547406,0.322344,0.329787,0.343807,0.324932,0.380573,0.380463,0.357664,0.250089,0.024527,0.122616,0.029078,3.62657,0.369257,0.230983,0.270144,0.188964,0.13748,0.116999,0.183273,0.112276,0.126396,0.102533,0.115432,0.089027,0.534245,75,0.08592,150,2,0.972093,0.036311,1.261903
0,0,0,0,0,1,0.086984,0.235779,0.087717,-71.261883,4.060915,0.219847,1.439402,0.200722,0.438377,0.040569,-0.001505,0.690251,0.634051,0.317493,0.431671,0.279292,0.059167,0.202853,0.036482,5.378733,1.810605,1.210233,0.944729,0.812555,0.733162,0.682132,0.708887,0.639204,0.604577,0.585435,0.480782,0.494508,0.027152,0.080377,0.006839,6.487334,1.271196,0.884491,0.960282,0.446046,0.412547,0.497263,0.601132,0.405875,0.397877,0.468911,0.268708,0.217591,0.030882,0.084727,0.029035,4.471056,0.662812,0.341701,0.358965,0.193375,0.239827,0.207468,0.159523,0.132441,0.138643,0.169194,0.099244,0.120334,0.113958,100,0.209021,200,2,0.330602,0.206709,0.900712
0,0,1,0,0,0,0.069728,0.158571,0.087806,-68.799587,5.674185,-2.235707,2.946012,0.031415,1.49772,0.415397,0.29154,0.9425,0.552576,0.977477,0.2497,0.545164,0.037149,0.07591,0.033719,4.501468,1.326894,0.891972,0.813272,0.679905,0.704204,0.609424,0.568694,0.602412,0.55223,0.540709,0.514078,0.459413,0.026244,0.061987,0.006786,3.837869,1.158515,0.628184,0.643587,0.529499,0.503881,0.285764,0.395251,0.420837,0.400316,0.423372,0.227569,0.22069,0.025058,0.053888,0.02968,3.946783,0.388526,0.228898,0.209064,0.177628,0.16043,0.134628,0.098055,0.11871,0.108447,0.092261,0.103391,0.080164,0.025526,66,0.225247,132,2,0.076868,0.349698,0.429966
1,0,0,0,0,1,0.070886,0.269692,0.092204,-64.628691,1.91372,-0.68159,0.334413,0.9041,1.497044,0.803386,0.801078,0.795022,0.865678,0.589975,0.652578,0.645348,0.060109,0.2736,0.037952,4.503481,0.853468,0.833044,0.603076,0.561438,0.493937,0.444332,0.407018,0.398058,0.392195,0.356921,0.337254,0.323069,0.014445,0.052448,0.006795,1.148407,0.470296,0.263556,0.369898,0.188231,0.163081,0.079442,0.068473,0.070493,0.088465,0.067061,0.053202,0.050234,0.020961,0.032325,0.02883,3.668686,0.273784,0.048375,0.204319,0.057104,0.067928,0.056112,0.056029,0.035569,0.040276,0.0521,0.035783,0.043037,0.702683,68,0.976442,136,2,0.769534,0.99514,1.784893
1,0,0,0,0,1,0.041876,0.463525,0.104036,-71.652024,3.500456,-0.23202,2.006773,0.769196,0.733023,0.853143,-0.041479,0.365384,0.709157,0.449613,0.67596,0.627266,0.04709,0.419794,0.056623,6.844765,2.25031,1.56972,1.125016,0.909234,0.757273,0.664343,0.737242,0.683574,0.724054,0.619916,0.627174,0.61422,0.019908,0.100122,0.008066,2.970435,0.773254,0.561234,0.547686,0.537163,0.350219,0.333604,0.342156,0.276711,0.232852,0.229285,0.220474,0.20197,0.029058,0.043968,0.026692,3.394722,0.412439,0.292489,0.281258,0.163615,0.160509,0.115573,0.140707,0.124638,0.145803,0.146344,0.135057,0.131919,0.348186,88,0.158444,176,2,0.460454,0.119255,0.961923
1,1,0,0,0,0,0.105758,0.423998,0.091926,-64.387461,2.601808,-0.081195,1.002989,0.604222,0.627464,0.37688,0.436206,0.62475,0.656124,0.601632,0.670745,0.287184,0.074921,0.271175,0.038185,4.56958,1.292089,0.896689,0.630159,0.625212,0.573932,0.54001,0.530027,0.473175,0.495842,0.480339,0.429721,0.417354,0.049126,0.11007,0.014215,3.901853,0.725072,0.740133,0.314571,0.322914,0.45331,0.448982,0.306991,0.23336,0.318509,0.306805,0.208528,0.171755,0.038417,0.158788,0.030969,4.22837,0.52867,0.23702,0.155013,0.157809,0.170958,0.155621,0.178716,0.093322,0.126653,0.1339,0.089605,0.108924,0.69424,64,0.578331,128,2,0.910544,0.809058,1.777028
0,1,0,0,0,0,0.0664,0.169621,0.078533,-62.621914,4.290378,-0.002037,2.036271,0.393175,0.470849,0.746969,0.576836,0.738678,0.462158,0.727663,0.222645,0.325047,0.026296,0.076018,0.029789,2.380587,0.728133,0.616357,0.658564,0.507325,0.466024,0.484313,0.443465,0.426977,0.424259,0.403924,0.386905,0.386301,0.014434,0.060185,0.009031,3.382239,0.876128,0.703981,1.472541,0.412012,0.418571,0.589286,0.304352,0.245276,0.297803,0.284736,0.244513,0.272066,0.026545,0.065934,0.030575,3.890454,0.295187,0.149204,0.260063,0.093882,0.097311,0.116104,0.069322,0.083227,0.072302,0.095323,0.060598,0.066782,0.04017,71,0.077657,142,2,0.178373,0.230053,0.514729
1,0,0,0,0,0,0.080853,0.170186,0.075365,-63.764352,4.034343,0.689604,1.658998,0.816598,0.583622,-0.068535,0.152165,0.197715,0.395193,0.185339,0.485378,0.39673,0.034719,0.090744,0.029491,3.195986,0.865452,0.571835,0.46617,0.467637,0.417777,0.386492,0.496321,0.435718,0.476536,0.472536,0.492552,0.458174,0.020012,0.053589,0.008043,2.544442,0.675869,0.446633,0.334096,0.345194,0.44566,0.219695,0.359554,0.297069,0.335764,0.351332,0.481875,0.434869,0.024073,0.049651,0.030484,3.489058,0.308238,0.189372,0.096616,0.109197,0.088418,0.066901,0.181918,0.097374,0.104511,0.16366,0.237118,0.155746,0.09538,93,0.057246,186,2,0.210682,0.448417,0.887651
1,0,0,0,0,1,0.07588,0.415133,0.09547,-72.021922,1.65277,-0.109276,1.477642,1.768205,1.244006,0.812403,1.0019,0.53248,0.562641,0.747206,0.422803,0.559508,0.073458,0.360671,0.041128,5.685952,1.479313,1.109743,0.850179,0.689694,0.564058,0.486167,0.438057,0.413531,0.436244,0.418604,0.377381,0.369731,0.026567,0.048874,0.006228,2.502399,0.552137,0.719892,0.471715,0.290536,0.174435,0.149787,0.148153,0.1276,0.065979,0.130103,0.076841,0.070852,0.030812,0.023818,0.028566,3.50627,0.152329,0.193227,0.081382,0.097357,0.083113,0.067518,0.067628,0.048472,0.0459,0.05173,0.041859,0.040636,0.452238,68,0.645693,136,2,0.519582,0.692006,1.256205
