attrib1,attrib2,attrib3,class
9.090512,1.524087,3.970963,1
4.225379,3.649005,4.701156,0
2.599739,9.017501,8.88417,1
6.980136,6.528145,1.926076,1
5.97811,4.284988,0.207835,1
1.724232,2.171725,8.472839,0
4.175031,4.401129,2.558391,0
8.572254,1.035659,4.537568,1
3.799006,2.30942,8.991079,0
7.066613,4.90817,3.076117,1
8.317136,6.541863,7.796346,1
2.726124,7.7437,9.903218,1
8.443821,9.544992,6.801614,1
4.117167,2.320001,5.669279,0
8.608308,2.874188,8.219092,1
6.774475,1.132424,8.961746,1
6.632651,9.465707,2.04345,1
6.685799,7.912342,1.215897,1
8.655886,2.644622,4.165459,0
8.316006,0.860847,6.601566,0
3.349155,7.554117,7.660138,1
3.21376,4.883033,6.101297,0
4.968112,7.079686,2.216746,1
6.312926,2.268486,3.008965,0
9.159605,9.415337,2.345754,1
7.627713,1.361732,2.177077,0
7.55928,2.907968,5.593719,0
8.651576,4.431172,7.813757,1
3.275214,1.878997,9.299946,0
5.277877,0.668336,0.693853,1
1.456677,8.847496,4.258295,1
7.331781,7.240691,8.694877,1
6.421458,1.974702,7.561053,0
4.050111,1.04844,0.995085,0
1.382925,9.215377,8.066611,1
6.618428,6.228345,8.435947,1
4.227839,0.026003,3.868686,1
5.542852,4.17791,2.328131,1
6.156306,5.673876,0.719204,1
4.652042,4.066139,3.82798,0
9.25981,6.314872,9.603098,1
8.70046,0.956874,0.41117,1
1.649851,2.735144,2.680223,0
6.980579,5.553533,4.515771,1
4.514814,6.809508,6.187688,1
8.660809,9.167275,3.798643,1
9.807344,4.663877,6.802366,1
0.392602,4.223387,2.933015,0
6.448428,8.77808,6.206203,1
0.566525,0.222853,0.029266,0
2.529937,7.220344,5.677641,0
6.296605,2.862754,8.26899,1
3.855119,6.15357,5.879655,1
1.559823,1.115304,3.029388,0
9.988189,2.87098,7.284861,1
6.040388,2.721053,8.201,0
4.390679,2.162765,6.190322,0
2.577488,4.71821,2.383873,0
2.817524,9.974793,8.340739,1
2.179737,1.04203,4.499582,0
1.598122,0.847016,5.270863,0
4.426404,3.657755,1.57419,0
1.925284,6.564157,8.868603,0
3.312558,8.973004,9.999286,1
7.112648,3.013732,8.353875,0
3.08573,4.146786,6.909864,0
1.448663,5.930235,8.33252,0
9.062251,0.634737,9.602153,1
9.62001,7.164433,4.977959,1
6.478021,0.500326,6.029776,1
3.397406,1.767035,2.668526,0
1.835342,4.031592,1.562909,0
0.190558,3.815307,6.866327,0
6.900486,4.844412,5.00239,1
3.3045,4.313227,2.571476,0
3.649886,8.991535,4.25722,1
3.091747,7.09571,6.24767,1
8.825181,0.977424,5.281246,1
6.872353,9.16577,9.327003,1
7.533262,0.990145,9.763917,0
9.096797,0.784217,9.909485,1
3.373047,4.969559,6.239818,0
8.189924,7.350879,3.643306,1
1.464911,0.666803,8.049032,0
0.87728,5.194302,2.213402,0
7.04482,6.260741,9.478047,1
1.125495,8.171711,1.635794,1
8.679117,1.313204,3.318212,1
5.232079,5.195227,3.130942,1
0.449225,2.453028,7.41491,0
0.456634,6.372799,7.116596,0
6.276849,3.426498,8.542248,1
6.822678,9.759501,9.265954,1
1.096533,4.247112,9.304595,1
7.138466,7.551873,0.376875,1
6.799244,0.487758,1.439871,0
1.631947,6.846415,5.225015,0
4.70831,6.94414,2.279202,1
9.757389,2.512316,5.927952,1
6.807765,0.960893,8.847933,0
3.636343,9.210552,4.706248,1
9.910451,4.368032,6.463233,1
9.062593,3.604704,8.361108,0
7.060224,1.710975,9.790782,0
4.994055,2.382281,9.64601,0
8.198763,5.047589,0.852826,1
4.873269,6.993248,0.238373,1
9.874405,9.811647,6.390952,1
2.437364,4.090553,7.756178,0
2.360315,8.963586,8.328178,1
0.455515,1.360571,5.348759,0
7.382323,6.339738,6.598813,1
1.268343,8.741724,4.085592,1
3.35939,3.389185,2.786769,0
2.448374,9.70918,6.836479,1
6.092371,4.126186,1.460029,1
3.363574,3.155635,7.849402,0
5.407588,5.451449,1.457662,1
8.860735,9.72585,2.678468,0
7.331612,4.524505,0.030657,1
8.585445,2.984235,7.910485,1
7.480787,6.480444,9.586837,1
0.796429,4.460427,1.275559,1
3.417907,7.643384,7.178315,1
5.882791,8.460008,6.907095,1
3.962177,3.297002,0.067482,0
8.098714,7.866462,1.011355,0
6.836859,8.834823,8.305844,1
3.769353,4.171503,7.258676,0
8.015328,5.971028,5.518354,1
5.711376,4.809566,8.480202,1
5.140765,7.793058,2.776516,1
1.640197,9.240037,1.024373,1
5.452652,1.753486,6.672683,0
7.374416,7.44114,7.6145,1
0.958896,7.756062,6.626332,0
7.088583,0.842934,7.931767,0
9.585012,4.684763,6.707887,1
0.419099,6.049602,3.544635,0
2.466987,1.957794,9.482217,0
7.801744,7.730585,1.651318,1
5.233559,8.491525,2.895104,1
9.480053,3.546674,1.063148,1
0.309334,4.696725,9.771464,0
4.245774,8.922438,7.598063,1
2.764988,2.829049,2.343074,0
5.450002,6.249566,3.86869,1
7.543379,0.79914,2.958217,0
4.917961,1.814446,6.948235,0
6.779742,5.575234,8.913067,1
6.983114,6.426828,1.133549,1
7.272138,1.592928,6.170983,0
4.888861,9.630142,1.135422,0
3.636581,4.949136,0.943862,0
6.292246,2.75052,6.638662,1
0.675784,8.091231,8.029305,0
0.334441,9.610751,0.527957,1
3.127305,7.767515,0.195453,1
5.338563,6.123586,9.988404,1
5.925683,4.331437,8.419166,1
3.147682,5.146528,6.194884,0
1.707189,4.567875,8.438267,0
7.203015,9.830661,1.959164,1
5.581196,0.733404,0.431073,0
6.114786,9.750843,7.268745,1
3.218159,8.860032,0.015987,1
5.350462,3.313817,7.524512,0
8.4946,0.034895,6.531055,0
7.858042,1.387835,0.255502,0
2.085405,9.008218,3.223002,1
8.51029,8.541422,1.678383,1
8.789135,6.529396,6.495965,0
9.318724,8.170146,4.289514,0
8.689821,4.623758,5.784504,1
4.33206,1.576427,8.957241,0
3.279825,3.762646,3.767128,0
8.231012,2.30036,5.567791,1
5.778242,9.639825,6.524102,0
2.130146,0.937154,7.122994,0
3.77058,0.924223,5.060954,0
2.292548,7.762187,9.524817,1
3.224434,6.063867,6.460538,1
5.674746,9.274507,6.359065,1
8.321911,4.377833,0.565663,1
4.758402,8.567648,4.447641,1
9.643381,2.72285,4.194943,1
5.854702,8.079197,5.570301,1
7.023167,7.180858,6.437825,1
1.381006,1.195951,0.620242,0
7.830716,3.938142,7.230562,1
0.335077,3.113927,7.949452,0
1.54683,6.216197,0.022428,0
5.116062,5.54839,4.384507,1
4.882825,3.141059,8.598795,0
1.233403,4.290841,5.334013,0
2.179238,7.457337,1.031225,1
4.159219,9.590384,3.089551,1
1.37982,4.960951,6.233724,0
0.985429,0.254304,9.451,0
1.825086,4.764286,8.445227,0
0.73489,0.624146,0.36712,0
0.005419,7.623095,6.420348,0
2.575421,9.172865,2.82639,1
9.228724,4.910949,5.121252,1
7.910138,0.569883,8.83313,0
6.350872,1.765245,6.411962,0
0.247648,1.600217,0.781769,0
6.244153,0.814543,6.786215,0
1.555094,8.934887,0.706949,1
0.91415,5.544864,0.135381,0
5.743516,3.860096,1.883308,1
9.161726,9.309661,3.446517,1
5.637528,8.492234,4.21298,1
5.064171,2.532918,3.538855,0
8.540381,5.589962,8.746344,1
6.950842,8.512005,3.217796,1
4.262479,8.716621,2.454075,1
7.190222,4.087622,7.440047,1
4.989773,8.907559,6.000146,1
9.736066,0.671972,7.530247,0
0.40641,7.345511,0.91272,0
1.68987,2.229251,9.147642,0
4.619653,9.426169,2.21826,0
6.164383,8.342113,3.768292,1
3.026238,3.12925,3.252083,0
9.749345,0.395505,4.200966,0
4.10125,8.040563,7.925195,1
5.662951,7.184878,5.18612,1
4.242339,2.953035,2.781747,0
0.017149,5.590075,4.432283,0
2.878504,3.256957,0.573953,0
0.39263,6.431392,6.771486,0
1.415909,4.574095,8.168061,0
0.836759,6.432889,2.434637,0
4.578585,4.786223,8.293653,1
6.279288,5.065664,0.322203,1
4.19786,5.705575,7.770929,1
6.353715,2.410645,8.236532,0
5.895402,2.318352,8.843541,0
4.502928,6.542547,7.909516,1
9.770877,0.049372,2.660725,1
2.805989,2.486086,5.4594,0
8.463249,7.724644,5.659055,1
5.738106,9.136751,3.030457,1
5.508934,8.057538,5.912878,1
0.9977,8.273148,8.974428,1
8.58244,2.488076,4.186262,1
3.105845,0.842754,5.841473,1
3.829009,2.078221,6.414134,0
7.292353,2.685546,7.68547,1
6.759178,4.75619,4.390364,1
4.898877,3.673839,8.005954,0
0.016073,2.478995,2.083082,0
0.483794,8.62512,6.741696,1
1.583138,6.077801,7.878496,0
0.704095,9.908723,3.810495,1
7.891692,9.167742,7.266459,1
1.245755,0.54386,6.51832,0
6.162095,7.376964,4.451725,1
0.437475,3.566094,4.584064,1
7.214384,5.447938,5.998862,1
6.252735,1.08396,7.981016,0
6.306052,7.005414,5.019894,1
3.240626,1.504342,0.20998,1
9.210772,2.618763,9.902649,1
0.828343,4.311507,8.54797,0
7.014928,2.487832,8.068269,1
5.220867,5.993168,4.115539,1
5.423672,1.397269,1.571324,0
3.528013,9.993129,0.855157,1
2.15416,7.740778,0.618182,1
2.048985,1.426523,0.86498,0
9.628573,2.804981,0.356867,1
8.411067,0.946423,1.581476,1
4.05029,1.733013,2.705123,0
4.704534,2.677331,0.018514,0
1.634201,7.298588,3.321197,1
7.005949,8.59347,4.960481,1
8.121362,4.607949,5.605798,1
6.765708,8.162079,7.747697,1
5.785392,7.776349,4.684966,1
1.819246,3.675121,8.148218,0
8.561081,6.772484,7.648156,1
7.01101,2.310015,2.65315,0
0.585677,3.769924,9.102609,0
7.475036,7.698533,4.179351,1
5.976251,3.153726,9.671624,1
6.508647,6.233274,2.996414,1
0.429571,0.215487,8.419252,1
8.580743,1.492221,4.867308,1
6.157831,3.238134,2.773805,1
9.435808,1.9806,5.158726,0
6.576455,2.237126,5.849619,0
5.677723,5.475628,6.323458,1
0.739629,1.356914,9.558605,0
8.556741,0.931937,3.445066,1
4.523429,5.387182,2.607243,1
1.221349,9.501888,5.513745,1
8.22651,6.406803,2.831632,1
1.402414,5.351273,7.574665,0
5.376929,9.758735,8.468455,1
6.612579,0.83476,7.761149,0
6.086087,5.454587,1.68317,1
0.885932,9.651788,9.396067,1
2.934079,2.769879,2.36305,0
2.630534,6.748832,3.754684,1
7.59307,7.844064,8.737134,1
3.350897,3.925311,4.936098,1
8.435542,3.641696,1.344178,0
9.047038,3.015462,5.450306,1
7.661271,1.101117,6.574913,0
9.222529,2.225894,2.081874,1
5.531304,7.544397,4.924511,0
3.186684,3.118148,4.349456,1
9.731104,4.430779,8.983609,1
2.69508,6.047147,0.59123,0
7.317751,6.93038,7.213644,1
1.270688,2.236942,2.714371,0
6.105328,1.452684,9.715104,0
0.769475,4.560964,7.161194,0
0.485435,5.038936,6.211111,0
3.684515,9.002426,9.116753,1
0.116551,9.280202,9.33075,1
1.82113,6.251123,8.731894,0
3.007799,3.243959,9.377364,1
5.06635,0.73986,8.702609,1
3.809295,3.584425,8.870148,0
5.442623,6.432403,6.683587,1
7.466305,1.590749,7.817212,1
0.148319,0.741188,6.169642,0
6.038474,8.086561,7.413935,1
9.125771,5.2418,0.060322,0
2.330054,5.267227,0.381067,0
5.510934,0.198434,4.766743,0
5.105076,5.399349,1.9712,1
1.323253,5.563872,9.231657,0
5.290129,9.083712,0.252043,0
8.343256,1.331871,7.803848,0
7.317506,4.416796,0.842032,1
2.305267,8.142262,1.634331,0
2.311139,5.467582,3.393459,0
4.540347,0.319453,3.964572,0
8.700946,6.877585,1.983731,1
4.089704,6.062319,7.412866,1
1.344295,7.657322,3.052387,1
7.212891,9.593197,3.997008,1
4.963656,3.365302,2.712854,0
3.506663,5.687828,6.239713,0
2.806057,0.315932,1.539887,0
1.222476,4.470187,2.567233,0
3.723373,2.141486,6.040906,0
0.435153,9.914247,3.523441,1
8.840809,1.756509,8.145799,1
1.574708,1.830909,4.736369,0
9.822701,4.83724,7.27423,0
8.540701,9.771122,8.132801,1
8.150909,0.431872,5.422313,0
1.379546,1.390067,4.800274,0
6.712245,2.376575,5.382208,1
2.910187,5.571214,8.044699,0
2.607306,8.802948,9.531715,1
5.196336,8.112521,5.339651,1
4.715525,5.509199,0.69499,1
7.131201,1.16047,0.677804,0
9.981827,8.653556,9.964215,1
3.585919,7.441382,4.089697,1
6.340456,4.150255,0.343847,1
8.247977,7.662364,1.657519,1
4.720259,7.317412,9.9747,1
5.853755,0.501833,4.568594,1
3.467313,2.236657,7.583974,0
8.138582,3.317081,7.272656,1
5.674144,6.050282,8.564722,1
7.639649,1.442164,5.812697,1
5.490109,3.109672,0.790039,0
3.036495,6.569027,9.673595,1
7.818208,2.30902,3.968571,1
4.138741,3.035632,5.656933,0
8.553566,9.335928,3.006539,1
2.845609,2.02752,0.013736,0
0.1078,2.35086,5.329496,0
5.365904,3.899783,7.968774,1
6.616421,9.417067,6.954333,1
9.596345,5.981195,8.182473,1
6.403555,0.171055,5.732083,0
7.636353,2.84412,5.384349,0
5.857542,7.763972,2.296819,1
0.731317,6.04648,0.794012,0
2.654423,2.153432,4.866604,0
2.057601,4.426709,7.290473,0
6.066751,8.595414,8.677749,1
1.104443,0.627972,3.801264,0
4.849644,3.184387,1.436302,0
1.634256,8.623273,6.025181,0
0.238731,5.752644,6.950356,0
5.684484,9.110857,6.960733,0
6.408503,1.612485,3.793767,0
9.993378,5.270238,9.103973,1
6.196013,9.709073,2.485554,1
8.372905,5.133807,3.689348,1
5.175576,5.028315,6.240755,1
6.754205,6.661443,9.385471,1
9.254621,7.924654,4.305542,1
6.320876,8.539697,8.277996,1
2.74949,2.066365,8.699154,1
3.295303,5.225917,9.728293,0
0.731024,1.993669,5.837095,0
1.249143,8.399659,9.45323,1
7.934407,3.435022,9.029907,1
2.812019,5.804201,1.214156,1
4.458037,3.326754,1.583622,0
1.96892,0.17554,3.746114,0
1.323639,7.273703,1.831005,0
5.898466,6.729765,0.367886,1
8.885214,1.176343,6.213164,1
5.347314,6.042933,7.717136,1
5.781053,4.297625,0.993442,1
6.815907,1.110504,8.034015,0
0.209935,2.161303,1.155861,0
5.976329,3.651249,5.823872,1
3.473852,9.569713,8.262168,1
1.601885,9.637288,1.306906,0
7.211421,7.791969,9.472979,1
9.752908,6.252352,1.472812,1
1.444469,3.153148,8.383311,0
1.304003,1.509969,6.885221,0
8.90262,6.280633,3.642787,1
0.265582,5.882405,5.781397,0
6.022733,7.33342,6.683728,1
7.054899,8.097666,4.754461,1
5.104321,1.802911,7.117922,0
3.461405,1.923655,9.847363,0
9.924353,5.010583,4.907433,1
7.200497,9.515124,1.609126,1
8.880917,9.729294,8.624264,1
9.529084,4.288863,7.280494,1
2.128522,1.674457,0.327724,0
5.105514,2.019404,3.918657,0
0.225406,0.769311,5.741751,1
7.618554,4.139303,9.640913,1
8.765817,1.980503,5.284413,1
3.035754,0.974188,7.122161,0
7.178907,2.777481,9.350464,1
0.105195,4.5401,5.835959,0
6.685525,4.203119,4.80205,1
7.196919,1.899099,4.803283,1
3.922197,2.693884,4.027098,0
7.123996,8.940128,9.886186,1
0.236189,0.086553,8.485581,0
9.72935,9.96904,5.639525,1
3.457428,5.984648,7.892648,1
7.414223,0.597464,9.555516,0
5.430109,0.139981,5.84141,0
9.445642,5.247893,5.824485,1
3.949762,9.479624,3.165628,1
8.841565,0.909112,0.770053,0
5.136318,2.000448,7.1301,0
7.17593,8.269706,6.005566,1
4.23261,9.865506,0.65898,1
6.858856,7.4925,1.487654,1
9.540299,1.851434,2.136373,1
7.669616,4.500552,8.635784,1
2.476392,2.690799,5.534317,0
4.528765,3.347299,0.532465,0
9.824422,1.240946,8.375876,1
5.602359,0.250817,9.172545,0
7.628287,0.70132,1.124443,0
6.306406,9.633993,6.025797,1
1.081433,7.165088,6.498273,0
1.956653,0.130017,1.528338,0
1.466651,9.997057,3.852888,1
4.654544,5.76903,8.421071,1
5.813774,5.613591,1.463415,1
1.080603,2.85713,9.441749,0
8.465227,3.947614,6.985243,1
3.670629,9.477424,1.123866,1
9.152333,4.524048,2.650908,1
1.373617,8.715652,4.439334,1
5.083813,8.307405,8.877526,1
4.518637,5.078541,8.430224,1
5.026171,3.341855,7.82176,0
0.684333,6.074351,2.340648,0
1.517662,3.535094,2.74691,0
0.698765,3.11902,4.572444,1
2.025854,3.181691,4.910703,0
4.113838,3.926315,1.954926,0
9.740065,8.165311,7.953542,1
6.517391,7.112161,7.390964,1
3.441372,4.451614,1.33507,0
8.568238,2.418151,5.957103,1
7.222732,8.143808,5.991648,1
3.844851,0.792618,6.266396,1
6.954661,1.218585,3.925197,0
7.765078,8.779754,7.73515,1
6.846632,3.478083,9.454793,1
2.020113,0.240152,2.003958,0
1.478391,2.519755,8.995376,0
9.72755,4.198368,3.186363,1
9.020981,4.251272,6.244308,0
5.073228,1.351069,9.263918,0
6.627515,7.18084,3.485408,1
8.452635,0.127741,0.51676,0
1.177367,1.093184,9.280167,0
3.126648,2.419492,2.620267,0
0.977699,7.884005,5.73148,0
3.361308,4.747087,7.668859,0
4.836148,0.413466,9.467677,0
9.586581,0.604914,0.493655,1
9.513326,2.5942,1.210853,0
6.37191,1.091731,8.265946,0
9.058123,6.111058,5.157597,0
8.570991,7.473649,6.975205,1
6.124138,2.834933,1.705941,0
2.616406,4.418371,6.206596,1
6.970085,7.83335,8.766614,1
3.81071,3.869604,7.210658,0
0.519655,2.500797,9.626694,0
8.672075,4.136726,3.156408,1
5.330595,1.138509,2.523584,0
9.217445,5.447689,4.668432,1
9.05853,2.172367,5.811518,1
2.030463,3.974096,5.143168,0
4.893682,8.804703,2.866901,1
5.493647,3.238522,7.733574,1
8.519323,9.495555,3.810671,1
8.787178,6.621425,5.83928,1
6.213112,0.938625,2.20132,0
6.964896,5.646799,2.958838,0
0.271667,8.807346,5.475426,1
8.220102,6.964477,7.577224,1
4.057279,7.089852,8.358473,1
8.489613,9.952608,4.614646,1
8.363225,3.50682,7.383218,1
4.133368,2.000616,2.94991,0
6.792227,8.1227,4.993081,1
6.431489,9.413593,6.405636,1
9.157564,3.826996,0.194171,1
3.277209,8.893489,2.351451,1
0.924122,2.697986,9.554063,0
7.698703,1.778384,5.200683,1
6.999414,4.770846,0.147322,1
1.600607,3.381176,6.962521,0
6.92773,0.656546,1.632614,0
1.536083,2.83432,7.037501,0
1.323597,3.6136,4.473736,0
3.93929,4.328569,4.51893,0
9.947985,7.876531,1.113085,1
4.721067,4.534697,8.537358,1
6.257952,1.092374,8.15542,0
2.464569,1.845911,2.357287,0
7.840095,8.018058,8.31085,1
9.024525,7.386366,8.069458,1
6.413292,3.220425,5.039289,1
2.891019,3.670582,0.435955,0
2.171171,1.411205,3.316934,0
2.059765,5.824528,8.750791,0
8.738001,2.563603,0.388814,1
5.229143,9.859883,6.605385,1
3.573152,9.844825,8.193333,1
8.107921,9.049201,2.712635,0
3.293292,5.255719,7.305576,0
1.532637,9.044209,8.765214,1
7.511683,4.551108,8.055702,0
3.16935,7.631698,3.409534,1
8.048063,7.431431,5.580799,1
6.48226,0.161749,8.706084,0
6.886127,8.850059,7.990338,1
9.686715,3.598208,0.334864,1
8.489195,7.012601,7.163609,1
6.216823,3.700532,1.495447,1
3.638415,4.033386,5.197624,0
7.297629,2.73336,0.92671,1
0.402242,1.757924,7.99789,0
6.107493,2.818021,1.925968,0
7.928019,8.662045,5.720729,1
0.128529,7.685557,5.130529,0
8.725667,5.506413,6.141181,1
2.309225,1.442749,6.593509,0
3.600825,5.777742,4.061426,1
1.905933,7.857639,3.806207,1
1.264848,2.911556,2.214243,0
4.141186,7.58107,0.993879,1
6.283609,7.056784,1.3282,1
3.249374,1.884597,7.545929,0
9.334454,0.44241,0.934248,1
2.46881,1.892579,6.101992,0
2.084601,6.854217,3.198038,0
1.478641,4.181834,4.46845,0
8.362612,2.756831,4.072578,1
2.19959,5.342058,7.296218,0
2.654217,5.805446,5.763583,0
0.016962,3.133977,5.981827,0
7.139597,8.935521,2.183114,1
7.27274,3.90907,0.380351,1
6.30741,3.298426,3.611998,1
9.745568,3.120084,7.510435,1
0.948254,0.677471,8.120589,0
2.722786,1.307899,8.595704,1
5.547663,0.047697,6.539536,0
8.551488,9.964976,5.757744,1
9.212364,3.04021,2.181849,1
7.726482,3.153148,0.759742,1
2.148931,7.256597,5.91417,1
2.741229,2.390435,6.561336,0
4.701074,9.273462,0.84506,1
4.29192,3.556716,2.462784,1
0.900713,2.728942,8.593963,0
7.243425,4.530298,3.972944,1
7.609129,1.822316,6.961308,1
0.303375,0.660401,9.141525,0
9.126904,8.788478,0.696262,0
2.712885,4.079747,5.389152,0
2.089695,6.714779,3.996593,0
0.973546,3.839183,4.962306,0
8.543608,3.203944,8.5661,1
1.239465,0.774842,2.736946,0
4.863622,3.816078,4.875565,0
5.948897,7.341234,4.016683,1
9.28604,5.439382,3.653913,1
7.664658,2.84091,1.595471,1
9.39907,9.31475,3.206048,1
8.029642,2.893494,8.179179,0
8.840126,3.61126,8.29431,1
7.166924,8.098731,9.267809,1
5.600661,3.25836,1.448544,1
4.963395,4.571639,8.018143,1
4.959204,6.413337,2.658997,1
8.287907,8.460329,7.10461,1
3.938259,5.903533,3.939522,1
5.404125,0.129623,1.895191,0
5.697917,2.062377,9.487169,0
2.773549,4.56015,9.569288,0
6.171711,4.478451,8.802074,1
9.843038,3.469525,2.440272,0
8.690355,7.837518,3.093076,1
3.178426,2.824692,2.709995,0
8.197502,2.037308,9.621872,1
4.156452,7.313914,6.145193,1
8.442732,8.066383,6.099522,1
7.153798,3.05029,2.798391,1
6.683302,3.245604,7.488545,1
8.012296,5.07062,9.169578,1
5.376317,1.203835,0.302793,1
4.57894,6.794508,4.18481,1
1.912512,6.971345,5.479522,0
9.460183,7.847934,2.484394,1
4.786435,2.92547,3.962771,0
3.414335,7.944999,6.022723,1
8.197528,1.73785,8.990807,1
5.92224,0.424677,0.167905,0
1.889524,8.606752,4.024302,1
0.410749,7.657949,4.895566,0
8.1209,9.65518,6.311446,1
6.919108,7.385912,2.589491,0
0.292572,6.0885,8.673727,0
9.00058,8.497456,3.84243,1
2.229585,5.094408,8.528889,0
5.217489,3.626771,9.034197,0
3.086458,5.867136,9.047678,0
4.071264,2.69203,4.476395,0
5.36008,1.775719,6.992985,0
6.775849,7.872979,3.294898,1
6.354556,7.639342,2.638931,1
9.462832,8.683508,4.3144,1
9.950473,2.250376,0.127587,1
0.590628,1.980202,8.243148,0
5.186598,8.040099,9.253564,1
1.374574,8.89919,4.928512,1
5.157962,6.079174,1.050312,0
3.097577,5.611814,7.331347,0
8.750375,7.223631,0.501444,1
9.184612,1.346012,1.766821,1
4.723721,1.926186,9.150913,0
7.546466,5.856584,9.41883,0
8.024239,1.150538,8.453157,1
4.100072,3.215826,4.503418,0
1.907194,6.845291,5.114073,0
2.220773,4.678198,8.88765,0
2.324056,0.782038,8.944661,0
7.52749,7.306848,8.43004,1
3.763171,6.255663,1.698848,1
6.589485,6.375392,2.448675,1
6.630657,9.283265,1.198933,1
1.889551,1.405384,5.910079,0
1.090657,6.46744,5.468953,0
6.621722,9.906342,2.657428,1
4.267956,8.460128,2.072808,1
0.965856,7.624991,0.335088,0
2.794585,9.585336,5.388802,1
8.326366,1.769353,2.377907,1
9.996649,7.375312,9.90738,1
8.696086,7.4521,8.755432,1
1.640392,7.609674,7.2616,1
6.951686,8.752796,4.261115,1
8.841243,0.004293,7.210342,0
1.091655,9.376334,8.644115,1
1.63702,8.463974,2.108636,1
1.641499,3.233719,0.846848,0
0.695563,7.216212,1.246304,0
6.6384,8.562506,6.684226,1
8.964066,4.366994,7.212544,1
6.235479,8.623075,8.849592,1
0.158807,7.830241,8.042547,0
4.863343,2.215669,5.477371,0
8.590628,0.765176,0.33005,1
4.456881,8.176598,1.343215,1
3.31451,7.257776,4.788104,1
8.952292,3.860332,7.428344,1
6.862555,8.247579,6.898464,1
6.179424,5.708092,3.299288,1
6.921137,2.764942,2.537221,1
7.154867,4.553558,3.389263,0
7.425755,7.247134,2.510586,1
3.628827,3.094153,4.738873,1
2.346535,5.868035,0.416771,0
4.756126,7.526465,8.907389,1
9.189167,5.625869,5.829349,1
6.169451,3.027814,5.699615,0
3.629533,3.214916,2.042403,0
6.529688,4.440545,9.921392,0
2.613885,7.652548,1.989485,0
7.262458,9.788634,3.46519,0
1.339086,2.63479,7.900142,0
1.560234,9.48911,6.641459,0
5.665481,2.582924,1.640803,0
0.862336,9.217507,3.812128,1
6.94236,5.203167,5.347681,1
3.221457,1.198452,3.123399,0
6.224209,5.687983,3.597032,1
9.140902,7.328831,9.253477,1
4.674222,3.232362,2.400326,0
6.850501,8.810346,7.043672,1
0.770738,0.755591,8.754946,0
2.282873,5.617284,1.846798,0
3.376862,8.344047,7.326688,1
3.547119,9.473245,0.582802,1
3.630284,2.895787,2.949034,0
1.069706,8.0217,0.626709,1
1.373548,0.210853,3.493994,0
7.664294,6.643763,7.654161,1
0.061166,3.958588,6.834078,0
7.037024,7.438588,2.254322,1
5.547414,1.389783,6.045995,0
7.409862,7.706259,3.342925,1
4.829458,0.543032,1.08748,1
4.727934,8.720517,2.276034,1
6.775976,4.850453,2.510591,1
6.852255,7.053898,9.058875,1
4.65257,9.923649,6.259454,1
8.635859,5.181608,6.274388,1
8.554871,0.484334,4.93065,1
5.168445,8.030284,7.113382,1
3.773433,1.200741,3.75543,0
0.09597,9.039106,9.090292,1
2.82897,3.943994,3.670342,1
6.682412,5.091695,4.105667,1
1.913994,4.517529,9.713251,0
8.997353,5.065542,3.708345,1
6.003049,3.699729,7.719235,1
6.956112,4.294329,6.390513,1
9.641552,7.673022,8.158592,1
2.69604,5.473285,2.929086,0
1.064001,0.029184,8.615245,0
4.593422,2.311218,8.086826,0
8.672177,7.255665,6.724971,1
1.952904,2.008993,8.800746,0
6.417159,6.80696,3.521347,1
1.526415,9.305623,2.505504,1
1.459082,6.359536,4.568032,0
6.734997,5.049825,0.239669,1
4.094555,4.18765,1.475091,0
2.241663,0.391395,8.801284,0
2.416016,6.820927,1.764272,1
5.032657,5.660687,5.217725,1
5.575394,7.547972,7.308028,1
2.884919,1.449673,4.20587,0
0.870996,4.996063,5.557894,0
5.779927,3.929879,3.315195,1
1.680066,7.061108,2.596856,0
7.512273,3.692551,7.841437,1
6.117187,3.626942,6.12039,1
3.938537,9.131072,8.90121,1
8.438621,8.92726,7.620712,1
1.334899,4.608974,9.151316,0
7.227428,1.016761,2.048965,0
6.825631,5.387958,7.376653,1
6.041764,6.205707,3.489659,1
9.87715,1.431023,4.068618,0
3.347505,3.233054,9.404031,0
6.936095,1.413283,3.056481,0
5.974555,6.23099,8.176858,1
1.121799,3.748238,6.667938,0
4.420193,6.518037,2.643388,1
7.529088,7.76916,9.733055,1
8.196482,6.313774,3.398794,1
2.383272,9.696164,7.047915,1
2.375615,9.623078,8.040803,1
3.906107,8.007318,4.69658,1
7.221528,7.608577,3.380505,1
9.605317,1.66876,6.255064,1
0.130482,8.977769,0.987749,1
9.989482,6.396539,6.034229,1
2.592053,3.1779,9.221183,0
8.642638,2.762546,2.207165,1
0.864982,1.002558,5.595993,1
6.994079,9.974159,7.020642,1
5.423354,4.116045,9.513578,1
2.819682,0.256807,2.676961,0
5.306013,3.494972,5.091251,0
7.743427,3.957102,2.077813,1
1.283013,2.555508,5.21091,0
0.470489,2.066214,0.666593,0
6.672185,2.84934,3.178652,1
6.680595,9.547001,6.444163,1
8.9906,2.122492,3.588819,1
9.401777,2.060699,6.997014,1
4.781651,2.363785,2.652615,0
5.623503,1.63908,7.766839,1
1.277884,1.312757,7.097346,0
1.28136,9.817326,5.054722,1
5.05889,3.469842,7.518684,0
8.667724,0.514588,7.327809,1
